"COLLEX","CORP.FREQ","OBS","EXP","ASSOC","COLL.STR.LOGL","SIGNIF"
"azzardare",68132,1358,1342.7,"attr",0.17797,"ns"
"negare",593916,11615,11704.2,"rep",0.69562,"ns"
"ledere",52740,996,1039.3,"rep",1.86921,"ns"
"risiedere",62040,1174,1222.6,"rep",1.99797,"ns"
"ipotizzare",306835,5921,6046.8,"rep",2.68648,"ns"
"cimentare",159091,3000,3135.2,"rep",6.03202,"*"
"intuire",201808,3809,3977,"rep",7.34226,"**"
"annoverare",136652,2550,2693,"rep",7.88249,"**"
"avvantaggiare",56903,1014,1121.4,"rep",10.83392,"***"
"ricavare",417910,7886,8235.7,"rep",15.36435,"****"
"infettare",72367,1263,1426.1,"rep",19.78957,"*****"
"innescare",184043,3362,3626.9,"rep",20.22847,"*****"
"configurare",309345,5732,6096.2,"rep",22.6475,"*****"
"pranzare",62556,1054,1232.8,"rep",27.80202,"*****"
"consolare",110318,1931,2174,"rep",28.78592,"*****"
"rimediare",121929,2144,2402.8,"rep",29.50294,"*****"
"resistere",386155,7124,7609.9,"rep",32.33716,"*****"
"evincere",122482,2142,2413.7,"rep",32.42524,"*****"
"gioire",62059,1014,1223,"rep",38.65874,"*****"
"visitare",1415946,26835,27903.8,"rep",42.32822,"*****"
"fungere",187469,3267,3694.4,"rep",52.47438,"*****"
"irritare",82154,1331,1619,"rep",55.60206,"*****"
"rilassare",344512,6163,6789.2,"rep",60.79966,"*****"
"cavare",95478,1556,1881.6,"rep",61.03124,"*****"
"procedere",1254117,23489,24714.7,"rep",63.0805,"*****"
"esplicare",59528,911,1173.1,"rep",64.66664,"*****"
"avverare",55045,828,1084.8,"rep",67.45622,"*****"
"tramutare",62692,950,1235.5,"rep",73.04727,"*****"
"convivere",171572,2892,3381.1,"rep",75.87415,"*****"
"rintracciare",125278,2047,2468.8,"rep",78.02486,"*****"
"trarre",877945,16155,17301.5,"rep",79.27693,"*****"
"incappare",52781,768,1040.1,"rep",79.81386,"*****"
"eludere",55014,797,1084.2,"rep",85.36105,"*****"
"accomodare",63073,926,1243,"rep",90.36444,"*****"
"ricondurre",160800,2612,3168.9,"rep",106.12616,"*****"
"risollevare",57404,778,1131.3,"rep",126.22587,"*****"
"ricorrere",573030,10119,11292.6,"rep",128.91923,"*****"
"rivendere",61974,848,1221.3,"rep",130.21584,"*****"
"scaturire",206003,3342,4059.7,"rep",137.64802,"*****"
"alleviare",134458,2071,2649.7,"rep",139.31536,"*****"
"appurare",61161,816,1205.3,"rep",144.52696,"*****"
"riscattare",84554,1204,1666.3,"rep",144.68085,"*****"
"circolare",263243,4353,5187.7,"rep",144.86136,"*****"
"sintetizzare",166758,2612,3286.3,"rep",151.70829,"*****"
"ripresentare",80686,1121,1590.1,"rep",157.21384,"*****"
"ricaricare",113934,1675,2245.3,"rep",161.86871,"*****"
"sopravvivere",396602,6674,7815.8,"rep",178.95658,"*****"
"conciliare",108861,1561,2145.3,"rep",179.1583,"*****"
"indurre",558125,9632,10998.9,"rep",180.84288,"*****"
"ostacolare",167680,2558,3304.4,"rep",186.37454,"*****"
"imputare",81330,1090,1602.8,"rep",188.31886,"*****"
"guarire",233722,3705,4605.9,"rep",192.5475,"*****"
"sottrarre",364080,5960,7174.9,"rep",222.58247,"*****"
"peggiorare",210871,3238,4155.6,"rep",223.52348,"*****"
"sfoggiare",74945,943,1476.9,"rep",225.57607,"*****"
"visualizzare",578285,9774,11396.2,"rep",247.42643,"*****"
"sfogare",75815,931,1494.1,"rep",249.68167,"*****"
"progredire",93001,1203,1832.8,"rep",250.93172,"*****"
"comperare",70547,845,1390.3,"rep",253.34828,"*****"
"rivelare",1292252,22906,25466.2,"rep",271.82779,"*****"
"parcheggiare",170014,2436,3350.4,"rep",281.03769,"*****"
"adempiere",102067,1304,2011.4,"rep",289.52406,"*****"
"approfittare",435417,7065,8580.7,"rep",290.49662,"*****"
"gareggiare",81584,978,1607.8,"rep",292.17656,"*****"
"prenotare",540936,8941,10660.1,"rep",299.12854,"*****"
"intaccare",73625,845,1450.9,"rep",303.27814,"*****"
"persistere",93688,1146,1846.3,"rep",312.86757,"*****"
"evolvere",210410,3068,4146.5,"rep",314.27035,"*****"
"appellare",78591,906,1548.8,"rep",319.35569,"*****"
"rimproverare",79515,920,1567,"rep",319.47673,"*****"
"avventurare",66764,721,1315.7,"rep",327.4633,"*****"
"sanare",77737,867,1532,"rep",348.60584,"*****"
"disattivare",118340,1491,2332.1,"rep",354.39483,"*****"
"turbare",97617,1158,1923.7,"rep",362.046,"*****"
"dubitare",162048,2158,3193.5,"rep",386.14132,"*****"
"rinascere",100381,1149,1978.2,"rep",416.88824,"*****"
"concretizzare",176468,2348,3477.6,"rep",422.12625,"*****"
"infastidire",72208,723,1423,"rep",427.79934,"*****"
"cenare",106908,1236,2106.8,"rep",430.5607,"*****"
"sfogliare",125313,1511,2469.5,"rep",439.96467,"*****"
"partecipare",2918208,52531,57508.7,"rep",453.18871,"*****"
"oscillare",95667,1045,1885.3,"rep",454.87543,"*****"
"concedere",501692,7820,9886.8,"rep",474.54857,"*****"
"intravedere",140912,1706,2776.9,"rep",487.86636,"*****"
"protrarre",119301,1363,2351,"rep",498.30431,"*****"
"inibire",95512,996,1882.2,"rep",513.01506,"*****"
"rivivere",176359,2201,3475.5,"rep",547.45225,"*****"
"aggravare",170668,2099,3363.3,"rep",559.00047,"*****"
"quantificare",85720,818,1689.3,"rep",565.15487,"*****"
"rivoluzionare",96746,959,1906.6,"rep",586.59743,"*****"
"sfuggire",443464,6591,8739.3,"rep",588.34393,"*****"
"sussistere",193024,2416,3803.9,"rep",592.69427,"*****"
"rigenerare",95366,910,1879.4,"rep",628.82579,"*****"
"addebitare",81874,720,1613.5,"rep",634.95787,"*****"
"asserire",95240,904,1876.9,"rep",635.07877,"*****"
"candidare",277488,3719,5468.4,"rep",642.53913,"*****"
"dialogare",168231,1947,3315.3,"rep",675.36155,"*****"
"scordare",110134,1077,2170.4,"rep",688.48627,"*****"
"argomentare",83372,707,1643,"rep",690.34902,"*****"
"transitare",125633,1291,2475.8,"rep",699.77014,"*****"
"ignorare",454993,6599,8966.5,"rep",701.48117,"*****"
"ingannare",149040,1626,2937.1,"rep",711.07948,"*****"
"reggere",341406,4673,6728,"rep",716.33335,"*****"
"alloggiare",123260,1238,2429.1,"rep",725.02584,"*****"
"scatenare",328472,4431,6473.1,"rep",738.30773,"*****"
"apportare",341002,4634,6720.1,"rep",740.5417,"*****"
"riscrivere",90770,776,1788.8,"rep",740.95262,"*****"
"illudere",102501,934,2020,"rep",742.76599,"*****"
"invertire",127308,1273,2508.8,"rep",756.60076,"*****"
"veicolare",94059,808,1853.6,"rep",761.24829,"*****"
"ridare",149084,1581,2938,"rep",767.18811,"*****"
"soggiornare",172789,1929,3405.1,"rep",772.71466,"*****"
"nuotare",111703,1041,2201.3,"rep",773.76434,"*****"
"manifestare",823812,12841,16234.7,"rep",779.34964,"*****"
"negoziare",94650,791,1865.3,"rep",803.80301,"*****"
"esigere",140051,1419,2760,"rep",807.01008,"*****"
"supporre",240427,2923,4738.1,"rep",820.4333,"*****"
"valere",617957,9177,12178,"rep",824.1749,"*****"
"rovinare",288860,3673,5692.5,"rep",834.91442,"*****"
"deliberare",165326,1764,3258.1,"rep",837.31062,"*****"
"risparmiare",580777,8471,11445.3,"rep",865.98241,"*****"
"contrarre",163505,1712,3222.2,"rep",869.27291,"*****"
"sciare",104250,869,2054.4,"rep",889.21352,"*****"
"imbattere",153921,1554,3033.3,"rep",894.42525,"*****"
"disturbare",158474,1603,3123,"rep",916.77428,"*****"
"ribaltare",111203,938,2191.5,"rep",929.39863,"*****"
"scommettere",156360,1560,3081.4,"rep",934.09953,"*****"
"agganciare",101224,787,1994.8,"rep",966.3582,"*****"
"originare",121200,1048,2388.5,"rep",969.4362,"*****"
"assistere",925466,14229,18238,"rep",972.15165,"*****"
"distrarre",134292,1222,2646.5,"rep",975.78548,"*****"
"destare",112996,920,2226.8,"rep",1002.53526,"*****"
"ritagliare",113484,925,2236.4,"rep",1005.02694,"*****"
"accontentare",282691,3375,5570.9,"rep",1026.48873,"*****"
"comportare",1212168,19150,23888,"rep",1028.37897,"*****"
"redigere",102346,763,2016.9,"rep",1040.10953,"*****"
"procurare",279687,3315,5511.7,"rep",1040.33255,"*****"
"penetrare",205343,2179,4046.7,"rep",1054.98062,"*****"
"espandere",175795,1733,3464.4,"rep",1079.33745,"*****"
"incidere",579604,8117,11422.2,"rep",1084.36903,"*****"
"invocare",210674,2233,4151.7,"rep",1085.60452,"*****"
"congelare",121071,976,2385.9,"rep",1091.73891,"*****"
"navigare",288692,3403,5689.2,"rep",1093.28529,"*****"
"colmare",155037,1432,3055.3,"rep",1093.58424,"*****"
"ritardare",131946,1113,2600.2,"rep",1102.71602,"*****"
"imbarcare",110638,834,2180.3,"rep",1106.40452,"*****"
"affittare",161512,1513,3182.9,"rep",1106.98912,"*****"
"sperimentare",573113,7961,11294.3,"rep",1117.99983,"*****"
"inoltrare",213563,2243,4208.7,"rep",1126.64492,"*****"
"manipolare",115383,882,2273.8,"rep",1130.2183,"*****"
"estinguere",102684,714,2023.6,"rep",1148.56349,"*****"
"ricreare",132998,1100,2621,"rep",1149.56529,"*****"
"scoraggiare",107392,769,2116.4,"rep",1154.92582,"*****"
"risentire",188806,1859,3720.8,"rep",1162.41224,"*****"
"sbloccare",185219,1782,3650.1,"rep",1199.98045,"*****"
"giustificare",528255,7074,10410.2,"rep",1227.96206,"*****"
"indebolire",125466,959,2472.5,"rep",1229.13498,"*****"
"improvvisare",131023,1028,2582.1,"rep",1233.38381,"*****"
"presumere",170016,1538,3350.5,"rep",1249.65275,"*****"
"generare",913625,13513,18004.7,"rep",1250.49507,"*****"
"durare",954678,14171,18813.7,"rep",1277.21572,"*****"
"simulare",130985,993,2581.3,"rep",1298.97689,"*****"
"ammalare",127698,948,2516.5,"rep",1305.664,"*****"
"oltrepassare",112379,734,2214.6,"rep",1359.98144,"*****"
"attenuare",124313,878,2449.8,"rep",1362.01984,"*****"
"accordare",169122,1451,3332.9,"rep",1371.86173,"*****"
"assimilare",128007,916,2522.6,"rep",1377.90364,"*****"
"esportare",160333,1326,3159.7,"rep",1385.99562,"*****"
"tacere",197249,1787,3887.2,"rep",1445.666,"*****"
"spaziare",226586,2194,4465.3,"rep",1447.72856,"*****"
"aggregare",120648,790,2377.6,"rep",1455.60918,"*****"
"sfruttare",954625,13871,18812.6,"rep",1456.23065,"*****"
"sovrapporre",122362,801,2411.4,"rep",1476.78742,"*****"
"telefonare",253732,2555,5000.3,"rep",1483.59816,"*****"
"rallentare",236792,2310,4666.4,"rep",1488.31057,"*****"
"prescrivere",263886,2682,5200.4,"rep",1509.48157,"*****"
"accadere",1643929,25679,32396.7,"rep",1529.87409,"*****"
"assolvere",197422,1723,3890.6,"rep",1552.72388,"*****"
"licenziare",138792,963,2735.2,"rep",1556.84517,"*****"
"tralasciare",149448,1093,2945.1,"rep",1560.87503,"*****"
"infliggere",122519,763,2414.5,"rep",1567.69416,"*****"
"legittimare",139373,964,2746.6,"rep",1569.77955,"*****"
"raggruppare",123633,772,2436.4,"rep",1577.14633,"*****"
"stampare",351096,3899,6919,"rep",1594.11953,"*****"
"afferrare",149618,1078,2948.5,"rep",1595.5064,"*****"
"partorire",118980,710,2344.7,"rep",1595.90869,"*****"
"compensare",188130,1559,3707.4,"rep",1620.83678,"*****"
"contaminare",134383,877,2648.3,"rep",1627.88907,"*****"
"rassicurare",126101,776,2485.1,"rep",1635.34002,"*****"
"instaurare",205580,1768,4051.3,"rep",1660.54427,"*****"
"acquistare",2124735,33825,41871.8,"rep",1689.11201,"*****"
"discutere",698563,9262,13766.5,"rep",1697.71593,"*****"
"condizionare",299611,3052,5904.4,"rep",1704.59307,"*****"
"scambiare",381147,4252,7511.2,"rep",1708.22272,"*****"
"osservare",1588378,24323,31301.9,"rep",1719.134,"*****"
"prelevare",233926,2115,4609.9,"rep",1721.25732,"*****"
"riscontrare",466307,5531,9189.4,"rep",1730.42793,"*****"
"derivare",1088952,15712,21459.8,"rep",1730.77633,"*****"
"mutare",249237,2319,4911.7,"rep",1732.2315,"*****"
"accostare",177272,1344,3493.5,"rep",1757.84984,"*****"
"divertire",593379,7495,11693.6,"rep",1760.30924,"*****"
"ricominciare",237379,2136,4678,"rep",1762.86488,"*****"
"sospettare",141509,884,2788.7,"rep",1804.32044,"*****"
"frenare",143937,907,2836.5,"rep",1817.13772,"*****"
"intrattenere",143228,894,2822.6,"rep",1827.95765,"*****"
"rivendicare",200351,1601,3948.3,"rep",1832.37277,"*****"
"assomigliare",152609,998,3007.4,"rep",1844.09589,"*****"
"trascurare",258690,2361,5098,"rep",1868.7826,"*****"
"memorizzare",151373,970,2983.1,"rep",1874.03992,"*****"
"liquidare",138699,822,2733.3,"rep",1874.16628,"*****"
"personalizzare",412792,4583,8134.8,"rep",1875.63441,"*****"
"subentrare",148096,930,2918.5,"rep",1877.05896,"*****"
"mentire",152732,983,3009.9,"rep",1881.1262,"*****"
"pescare",218725,1795,4310.4,"rep",1915.4147,"*****"
"riposare",284048,2650,5597.7,"rep",1963.40685,"*****"
"trattenere",300187,2849,5915.7,"rep",2002.35491,"*****"
"fregare",206169,1580,4062.9,"rep",2011.86908,"*****"
"rifugiare",136529,741,2690.6,"rep",2016.43643,"*****"
"minare",189385,1358,3732.2,"rep",2032.93114,"*****"
"risvegliare",158919,977,3131.8,"rep",2063.21777,"*****"
"copiare",231187,1869,4556,"rep",2075.18034,"*****"
"celare",199278,1437,3927.1,"rep",2122.67477,"*****"
"raddoppiare",168879,1061,3328.1,"rep",2139.36185,"*****"
"sparire",161394,970,3180.6,"rep",2148.22677,"*****"
"delegare",296364,2699,5840.4,"rep",2150.10718,"*****"
"omettere",174580,1116,3440.4,"rep",2167.53956,"*****"
"incassare",162643,971,3205.2,"rep",2180.53118,"*****"
"ricadere",188767,1275,3720,"rep",2191.85095,"*****"
"intercettare",159474,929,3142.7,"rep",2194.38057,"*****"
"contemplare",204756,1465,4035.1,"rep",2204.54108,"*****"
"riporre",184532,1199,3636.5,"rep",2247.26107,"*****"
"passeggiare",279003,2397,5498.3,"rep",2257.78665,"*****"
"prolungare",215294,1568,4242.8,"rep",2261.86745,"*****"
"accelerare",247019,1968,4868,"rep",2270.08577,"*****"
"impostare",486748,5353,9592.3,"rep",2271.77666,"*****"
"imitare",145255,722,2862.5,"rep",2324.16935,"*****"
"discendere",155387,831,3062.2,"rep",2327.36517,"*****"
"salvare",1212842,16883,23901.3,"rep",2341.38522,"*****"
"opporre",470728,5055,9276.6,"rep",2344.21164,"*****"
"rivedere",410675,4139,8093.1,"rep",2396.47814,"*****"
"lamentare",378980,3664,7468.5,"rep",2429.67888,"*****"
"caricare",440877,4548,8688.3,"rep",2432.86255,"*****"
"fronteggiare",155933,792,3072.9,"rep",2448.27147,"*****"
"aderire",554471,6193,10926.9,"rep",2476.64108,"*****"
"giurare",174183,976,3432.6,"rep",2493.68348,"*****"
"ruotare",198794,1253,3917.6,"rep",2508.98444,"*****"
"offendere",191911,1168,3782,"rep",2519.5816,"*****"
"revocare",241058,1759,4750.5,"rep",2525.80318,"*****"
"perdonare",256735,1935,5059.4,"rep",2568.13255,"*****"
"riscoprire",190539,1119,3754.9,"rep",2599.66867,"*****"
"riscuotere",166097,826,3273.2,"rep",2656.55186,"*****"
"cacciare",193656,1120,3816.3,"rep",2684.85466,"*****"
"riparare",244801,1724,4824.3,"rep",2692.63564,"*****"
"coincidere",248405,1757,4895.3,"rep",2716.43746,"*****"
"ritirare",541026,5781,10661.9,"rep",2730.1597,"*****"
"prevenire",449325,4421,8854.8,"rep",2771.00907,"*****"
"recare",709800,8274,13987.9,"rep",2786.58396,"*****"
"postare",348711,2998,6872,"rep",2818.40859,"*****"
"filtrare",167635,782,3303.6,"rep",2828.21843,"*****"
"accrescere",220171,1363,4338.9,"rep",2836.33294,"*****"
"incentivare",177447,862,3496.9,"rep",2895.48745,"*****"
"spaventare",231104,1462,4554.3,"rep",2904.48366,"*****"
"declinare",164365,708,3239.1,"rep",2948.77849,"*****"
"reagire",347729,2901,6852.6,"rep",2962.07629,"*****"
"adoperare",215386,1247,4244.6,"rep",2982.859,"*****"
"aggirare",230510,1421,4542.6,"rep",2983.63408,"*****"
"smentire",196374,1028,3869.9,"rep",3000.33125,"*****"
"esaurire",235147,1467,4634,"rep",3002.91096,"*****"
"ragionare",284612,2052,5608.8,"rep",3032.4482,"*****"
"riprodurre",389300,3414,7671.9,"rep",3035.11416,"*****"
"replicare",274126,1907,5402.2,"rep",3064.52819,"*****"
"pianificare",235418,1442,4639.3,"rep",3068.99559,"*****"
"osare",243532,1532,4799.2,"rep",3080.56881,"*****"
"confrontare",700583,7841,13806.3,"rep",3111.01181,"*****"
"fallire",261368,1724,5150.7,"rep",3125.62029,"*****"
"somministrare",216430,1181,4265.2,"rep",3180.10454,"*****"
"spezzare",244449,1500,4817.3,"rep",3180.39931,"*****"
"coniugare",206977,1072,4078.9,"rep",3193.31045,"*****"
"appendere",196825,960,3878.8,"rep",3200.78261,"*****"
"riaprire",263144,1709,5185.7,"rep",3206.47009,"*****"
"incrementare",323420,2446,6373.6,"rep",3218.95088,"*****"
"contestare",299123,2133,5894.8,"rep",3235.44616,"*****"
"incominciare",179450,766,3536.4,"rep",3240.93275,"*****"
"suscitare",380373,3167,7496,"rep",3251.25235,"*****"
"definire",2680276,40312,52819.8,"rep",3291.81598,"*****"
"ripartire",362905,2908,7151.7,"rep",3304.61054,"*****"
"praticare",610186,6316,12024.8,"rep",3339.3026,"*****"
"formulare",348320,2692,6864.3,"rep",3356.15464,"*****"
"fumare",194721,875,3837.3,"rep",3383.61214,"*****"
"rilanciare",238724,1344,4704.5,"rep",3401.62476,"*****"
"rileggere",181578,736,3578.3,"rep",3402.17934,"*****"
"ripristinare",264419,1635,5210.9,"rep",3410.92325,"*****"
"smontare",179144,708,3530.4,"rep",3414.9625,"*****"
"evocare",221747,1147,4369.9,"rep",3425.2575,"*****"
"testare",343004,2587,6759.5,"rep",3427.71442,"*****"
"moltiplicare",227661,1209,4486.5,"rep",3432.49512,"*****"
"rinunciare",640893,6648,12630,"rep",3488.92777,"*****"
"inquadrare",198120,874,3904.3,"rep",3491.59993,"*****"
"fingere",200880,902,3958.7,"rep",3492.66384,"*****"
"impugnare",239489,1314,4719.6,"rep",3500.36059,"*****"
"sfidare",266984,1625,5261.4,"rep",3505.08762,"*****"
"risolvere",1489392,19867,29351.2,"rep",3525.26896,"*****"
"infilare",222081,1109,4376.5,"rep",3539.27012,"*****"
"misurare",519797,4878,10243.6,"rep",3550.11011,"*****"
"confidare",200760,880,3956.3,"rep",3555.2441,"*****"
"respirare",330302,2363,6509.2,"rep",3556.97683,"*****"
"tracciare",297683,1959,5866.4,"rep",3570.01342,"*****"
"rinvenire",226278,1140,4459.2,"rep",3578.38117,"*****"
"cancellare",577379,5653,11378.3,"rep",3600.45911,"*****"
"testimoniare",423932,3531,8354.4,"rep",3621.32546,"*****"
"potenziare",239079,1259,4711.5,"rep",3632.95693,"*****"
"monitorare",337735,2413,6655.7,"rep",3643.5552,"*****"
"immettere",203932,865,4018.9,"rep",3700.16592,"*****"
"implementare",230027,1132,4533.1,"rep",3712.45567,"*****"
"comandare",231662,1144,4565.3,"rep",3727.76877,"*****"
"concepire",368055,2743,7253.2,"rep",3742.58198,"*****"
"fotografare",252447,1362,4974.9,"rep",3749.89598,"*****"
"giudicare",575275,5493,11336.9,"rep",3788.7267,"*****"
"stipulare",349158,2463,6880.8,"rep",3832.17444,"*****"
"ballare",220399,983,4343.4,"rep",3851.97255,"*****"
"calcolare",485507,4211,9567.8,"rep",3862.51706,"*****"
"esplodere",251886,1307,4963.9,"rep",3879.76181,"*****"
"spedire",326942,2170,6443,"rep",3880.14064,"*****"
"convertire",339858,2320,6697.5,"rep",3893.66393,"*****"
"schierare",250885,1280,4944.2,"rep",3923.55494,"*****"
"accumulare",325458,2131,6413.8,"rep",3927.1497,"*****"
"scivolare",212587,879,4189.4,"rep",3928.27962,"*****"
"determinare",1488144,19319,29326.6,"rep",3958.77248,"*****"
"abbinare",415613,3228,8190.4,"rep",3974.5283,"*****"
"ripercorrere",230281,1036,4538.1,"rep",3997.97553,"*****"
"apprendere",498901,4302,9831.8,"rep",4011.13357,"*****"
"piazzare",203768,764,4015.6,"rep",4020.65627,"*****"
"esplorare",407692,3096,8034.3,"rep",4033.33113,"*****"
"confondere",362091,2518,7135.7,"rep",4050.04356,"*****"
"strappare",242772,1129,4784.3,"rep",4106.21424,"*****"
"deludere",209829,790,4135.1,"rep",4129.29609,"*****"
"notare",1783715,23909,35151.4,"rep",4130.93376,"*****"
"forzare",207404,765,4087.3,"rep",4134.94773,"*****"
"udire",286161,1572,5639.3,"rep",4177.6138,"*****"
"estrarre",337075,2149,6642.7,"rep",4198.4169,"*****"
"iscrivere",1072166,12495,21129,"rep",4213.12042,"*****"
"approdare",212808,781,4193.8,"rep",4256.02132,"*****"
"allenare",376942,2600,7428.3,"rep",4261.2307,"*****"
"cogliere",795235,8288,15671.6,"rep",4278.80602,"*****"
"facilitare",441058,3374,8691.9,"rep",4316.09853,"*****"
"riscaldare",223115,856,4396.9,"rep",4337.66485,"*****"
"volare",476903,3823,9398.3,"rep",4340.10938,"*****"
"rifare",353508,2269,6966.5,"rep",4368.43362,"*****"
"crollare",215832,776,4253.4,"rep",4371.47462,"*****"
"sottovalutare",224289,852,4420,"rep",4388.68246,"*****"
"agire",1131243,13224,22293.2,"rep",4402.25936,"*****"
"ordinare",622262,5723,12262.8,"rep",4427.94237,"*****"
"prevalere",274536,1324,5410.2,"rep",4507.25389,"*****"
"mancare",2139044,29250,42153.8,"rep",4512.93909,"*****"
"apprezzare",1034731,11653,20391.3,"rep",4513.02612,"*****"
"scoppiare",221347,787,4362.1,"rep",4513.61317,"*****"
"tradire",242661,980,4782.1,"rep",4558.26212,"*****"
"ospitare",1384792,16979,27289.9,"rep",4588.4559,"*****"
"tradurre",706322,6761,13919.4,"rep",4627.54858,"*****"
"annullare",374479,2363,7379.8,"rep",4720.51258,"*****"
"agevolare",327589,1821,6455.7,"rep",4727.40133,"*****"
"viaggiare",657901,5996,12965.2,"rep",4766.79457,"*****"
"subire",1184855,13700,23349.8,"rep",4772.62612,"*****"
"allungare",344461,1986,6788.2,"rep",4791.23298,"*****"
"rifiutare",640301,5724,12618.3,"rep",4815.96852,"*****"
"riciclare",223721,722,4408.8,"rep",4822.99561,"*****"
